0.005	1.92193e-10	-2.35319e-06
0.01	1.49046e-09	-4.12881e-06
0.015	4.77621e-09	-5.45698e-06
0.02	1.07101e-08	-6.43847e-06
0.025	1.97825e-08	-7.15186e-06
0.03	3.23523e-08	-7.65802e-06
0.035	4.86777e-08	-8.00422e-06
0.04	6.89392e-08	-8.22722e-06
0.045	9.32585e-08	-8.35549e-06
0.05	1.21712e-07	-8.41112e-06
0.055	1.54342e-07	-8.41135e-06
0.06	1.91167e-07	-8.36939e-06
0.065	2.32184e-07	-8.29569e-06
0.07	2.77378e-07	-8.19809e-06
0.075	3.26724e-07	-8.08292e-06
0.08	3.8019e-07	-7.95487e-06
0.085	4.37739e-07	-7.81779e-06
0.09	4.99334e-07	-7.67434e-06
0.095	5.64934e-07	-7.52688e-06
0.1	6.34499e-07	-7.37706e-06
0.105	7.0799e-07	-7.22609e-06
0.11	7.85368e-07	-7.07511e-06
0.115	8.66599e-07	-6.92474e-06
0.12	9.51648e-07	-6.77562e-06
0.125	1.04048e-06	-6.62817e-06
0.13	1.13308e-06	-6.4827e-06
0.135	1.2294e-06	-6.33942e-06
0.14	1.32944e-06	-6.19852e-06
0.145	1.43316e-06	-6.06008e-06
0.15	1.54056e-06	-5.9242e-06
0.155	1.65162e-06	-5.79097e-06
0.16	1.76632e-06	-5.66029e-06
0.165	1.88466e-06	-5.53224e-06
0.17	2.00664e-06	-5.40672e-06
0.175	2.13225e-06	-5.28392e-06
0.18	2.26149e-06	-5.16352e-06
0.185	2.39437e-06	-5.04573e-06
0.19	2.5309e-06	-4.9304e-06
0.195	2.67109e-06	-4.81747e-06
0.2	2.81494e-06	-4.70692e-06
0.205	2.96249e-06	-4.59879e-06
0.21	3.11373e-06	-4.49286e-06
0.215	3.26871e-06	-4.38928e-06
0.22	3.42744e-06	-4.28778e-06
0.225	3.58994e-06	-4.18846e-06
0.23	3.75627e-06	-4.09131e-06
0.235	3.92643e-06	-3.99615e-06
0.24	4.10048e-06	-3.90302e-06
0.245	4.27845e-06	-3.81194e-06
0.25	4.46039e-06	-3.7227e-06
0.255	4.64633e-06	-3.63532e-06
0.26	4.83634e-06	-3.54986e-06
0.265	5.03045e-06	-3.46613e-06
0.27	5.22873e-06	-3.38419e-06
0.275	5.43123e-06	-3.30394e-06
0.28	5.63801e-06	-3.22536e-06
0.285	5.84913e-06	-3.14844e-06
0.29	6.06467e-06	-3.07313e-06
0.295	6.28468e-06	-2.99939e-06
0.3	6.50924e-06	-2.92711e-06
0.305	6.73842e-06	-2.85639e-06
0.31	6.97231e-06	-2.78714e-06
0.315	7.21098e-06	-2.71927e-06
0.32	7.45451e-06	-2.6528e-06
0.325	7.703e-06	-2.58768e-06
0.33	7.95653e-06	-2.5239e-06
0.335	8.2152e-06	-2.4614e-06
0.34	8.4791e-06	-2.4002e-06
0.345	8.74833e-06	-2.34022e-06
0.35	9.023e-06	-2.28144e-06
0.355	9.3032e-06	-2.22383e-06
0.36	9.58905e-06	-2.16735e-06
0.365	9.88067e-06	-2.11206e-06
0.37	1.01782e-05	-2.05781e-06
0.375	1.04816e-05	-2.00463e-06
0.38	1.07913e-05	-1.95252e-06
0.385	1.11071e-05	-1.90141e-06
0.39	1.14293e-05	-1.85134e-06
0.395	1.17581e-05	-1.80221e-06
0.4	1.20934e-05	-1.75399e-06
0.405	1.24356e-05	-1.70677e-06
0.41	1.27847e-05	-1.66042e-06
0.415	1.31409e-05	-1.61492e-06
0.42	1.35043e-05	-1.57029e-06
0.425	1.38751e-05	-1.52652e-06
0.43	1.42534e-05	-1.48357e-06
0.435	1.46395e-05	-1.4414e-06
0.44	1.50334e-05	-1.40005e-06
0.445	1.54354e-05	-1.35938e-06
0.45	1.58456e-05	-1.31951e-06
0.455	1.62642e-05	-1.28033e-06
0.46	1.66915e-05	-1.24186e-06
0.465	1.71275e-05	-1.2041e-06
0.47	1.75725e-05	-1.16701e-06
0.475	1.80267e-05	-1.13056e-06
0.48	1.84902e-05	-1.09473e-06
0.485	1.89634e-05	-1.05954e-06
0.49	1.94464e-05	-1.02496e-06
0.495	1.99394e-05	-9.90929e-07
0.5	2.04426e-05	-9.57471e-07
0.505	2.09564e-05	-9.24612e-07
0.51	2.14809e-05	-8.92241e-07
0.515	2.20163e-05	-8.6043e-07
0.52	2.2563e-05	-8.29145e-07
0.525	2.31211e-05	-7.9837e-07
0.53	2.36909e-05	-7.68026e-07
0.535	2.42727e-05	-7.38232e-07
0.54	2.48668e-05	-7.08853e-07
0.545	2.54734e-05	-6.79899e-07
0.55	2.60928e-05	-6.51438e-07
0.555	2.67254e-05	-6.23406e-07
0.56	2.73713e-05	-5.95742e-07
0.565	2.80309e-05	-5.6849e-07
0.57	2.87046e-05	-5.41638e-07
0.575	2.93926e-05	-5.15161e-07
0.58	3.00952e-05	-4.89056e-07
0.585	3.08128e-05	-4.63318e-07
0.59	3.15458e-05	-4.37932e-07
0.595	3.22944e-05	-4.12854e-07
0.6	3.30591e-05	-3.8814e-07
0.605	3.38401e-05	-3.63726e-07
0.61	3.46379e-05	-3.39623e-07
0.615	3.54529e-05	-3.15836e-07
0.62	3.62854e-05	-2.92339e-07
0.625	3.71358e-05	-2.69092e-07
0.63	3.80045e-05	-2.46159e-07
0.635	3.8892e-05	-2.2347e-07
0.64	3.97986e-05	-2.01057e-07
0.645	4.07249e-05	-1.78908e-07
0.65	4.16712e-05	-1.56955e-07
0.655	4.2638e-05	-1.35267e-07
0.66	4.36257e-05	-1.13812e-07
0.665	4.46349e-05	-9.25774e-08
0.67	4.5666e-05	-7.15434e-08
0.675	4.67195e-05	-5.07121e-08
0.68	4.77959e-05	-3.01078e-08
0.685	4.88958e-05	-9.69365e-09
0.69	5.00196e-05	1.0544e-08
0.695	5.1168e-05	3.05777e-08
0.7	5.23414e-05	5.04445e-08
0.705	5.35404e-05	7.01511e-08
0.71	5.47656e-05	8.96615e-08
0.715	5.60177e-05	1.09034e-07
0.72	5.72971e-05	1.28246e-07
0.725	5.86045e-05	1.47301e-07
0.73	5.99406e-05	1.66206e-07
0.735	6.1306e-05	1.84976e-07
0.74	6.27013e-05	2.03616e-07
0.745	6.41272e-05	2.22105e-07
0.75	6.55845e-05	2.40482e-07
0.755	6.70738e-05	2.58705e-07
0.76	6.85958e-05	2.76803e-07
0.765	7.01513e-05	2.94796e-07
0.77	7.17411e-05	3.12687e-07
0.775	7.33658e-05	3.30445e-07
0.78	7.50264e-05	3.48098e-07
0.785	7.67235e-05	3.65638e-07
0.79	7.8458e-05	3.83066e-07
0.795	8.02308e-05	4.004e-07
0.8	8.20428e-05	4.17616e-07
0.805	8.38947e-05	4.34754e-07
0.81	8.57875e-05	4.51782e-07
0.815	8.77222e-05	4.68702e-07
0.82	8.96996e-05	4.85565e-07
0.825	9.17207e-05	5.02286e-07
0.83	9.37865e-05	5.18917e-07
0.835	9.5898e-05	5.35487e-07
0.84	9.80563e-05	5.51937e-07
0.845	0.000100262	5.68308e-07
0.85	0.000102517	5.84569e-07
0.855	0.000104822	6.00759e-07
0.86	0.000107178	6.1683e-07
0.865	0.000109586	6.32815e-07
0.87	0.000112048	6.48703e-07
0.875	0.000114564	6.64505e-07
0.88	0.000117136	6.8019e-07
0.885	0.000119765	6.95788e-07
0.89	0.000122452	7.11254e-07
0.895	0.000125199	7.26649e-07
0.9	0.000128007	7.41925e-07
0.905	0.000130877	7.57082e-07
0.91	0.000133812	7.72131e-07
0.915	0.000136811	7.87056e-07
0.92	0.000139877	8.01866e-07
0.925	0.000143011	8.16544e-07
0.93	0.000146215	8.31096e-07
0.935	0.00014949	8.45513e-07
0.94	0.000152838	8.59784e-07
0.945	0.00015626	8.73911e-07
0.95	0.000159759	8.87891e-07
0.955	0.000163335	9.01702e-07
0.96	0.000166991	9.15363e-07
0.965	0.000170728	9.28844e-07
0.97	0.000174549	9.42143e-07
0.975	0.000178455	9.55263e-07
0.98	0.000182447	9.68182e-07
0.985	0.000186529	9.80893e-07
0.99	0.000190701	9.9341e-07
0.995	0.000194967	1.00569e-06
1	0.000199327	1.01773e-06
1.005	0.000203785	1.02955e-06
1.01	0.000208342	1.0411e-06
1.015	0.000213001	1.05239e-06
1.02	0.000217763	1.0634e-06
1.025	0.000222632	1.07413e-06
1.03	0.000227609	1.08454e-06
1.035	0.000232697	1.09465e-06
1.04	0.000237899	1.10443e-06
1.045	0.000243217	1.11386e-06
1.05	0.000248653	1.12293e-06
1.055	0.000254211	1.13163e-06
1.06	0.000259893	1.13993e-06
1.065	0.000265701	1.14783e-06
1.07	0.000271639	1.15529e-06
