0.129	 0.98689 0.161397        0	 1.48033 0.242096        0	 1.72706 0.282445        0

0.13	0.986686 0.162637        0	 1.48003 0.243956        0	  1.7267 0.284615        0

0.131	0.986481 0.163877        0	 1.47972 0.245815        0	 1.72634 0.286785        0

0.132	0.986274 0.165116        0	 1.47941 0.247675        0	 1.72598 0.288954        0

0.133	0.986066 0.166356        0	  1.4791 0.249534        0	 1.72562 0.291123        0

0.134	0.985856 0.167595        0	 1.47878 0.251392        0	 1.72525 0.293291        0

0.135	0.985645 0.168833        0	1.47847 0.25325       0	 1.72488 0.295459        0

0.136	0.985432 0.170072        0	 1.47815 0.255108        0	 1.72451 0.297626        0

0.137	0.985217 0.17131       0	 1.47783 0.256965        0	 1.72413 0.299793        0

0.138	0.985001 0.172548        0	  1.4775 0.258822        0	 1.72375 0.301959        0

0.139	0.984783 0.173786        0	 1.47718 0.260679        0	 1.72337 0.304125        0

0.14	0.984564 0.175023        0	 1.47685 0.262535        0	1.72299 0.30629       0

0.141	0.984344 0.17626       0	1.47652 0.26439       0	  1.7226 0.308455        0

0.142	0.984121 0.177497        0	 1.47618 0.266245        0	1.72221 0.31062       0

0.143	0.983898 0.178734        0	1.47585 0.2681      0	 1.72182 0.312784        0

0.144	0.983672 0.17997       0	 1.47551 0.269955        0	 1.72143 0.314947        0

0.145	0.983445 0.181206        0	 1.47517 0.271809        0	1.72103 0.31711       0

0.146	0.983217 0.182441        0	 1.47483 0.273662        0	 1.72063 0.319273        0

0.147	0.982987 0.183677        0	 1.47448 0.275515        0	 1.72023 0.321434        0

0.148	0.982755 0.184912        0	 1.47413 0.277368        0	 1.71982 0.323596        0

0.149	0.982522 0.186147        0	1.47378 0.27922       0	 1.71941 0.325757        0

0.15	0.982287 0.187381        0	 1.47343 0.281072        0	   1.719 0.327917        0

0.151	0.982051 0.188616        0	 1.47308 0.282923        0	 1.71859 0.330077        0

0.152	0.981813 0.189849        0	 1.47272 0.284774        0	 1.71817 0.332237        0

0.153	0.981574 0.191083        0	 1.47236 0.286625        0	 1.71775 0.334395        0

0.154	0.981333 0.192316        0	   1.472 0.288475        0	 1.71733 0.336554        0

0.155	0.981091 0.193549        0	 1.47164 0.290324        0	 1.71691 0.338712        0

0.156	0.980847 0.194782        0	 1.47127 0.292173        0	 1.71648 0.340869        0

0.157	0.980601 0.196015        0	  1.4709 0.294022        0	 1.71605 0.343026        0

0.158	0.980354 0.197247        0	1.47053 0.29587       0	 1.71562 0.345182        0

0.159	0.980105 0.198479        0	 1.47016 0.297718        0	 1.71518 0.347337        0

0.16	0.979855 0.19971       0	 1.46978 0.299565        0	 1.71475 0.349492        0

0.161	0.979603 0.200941        0	  1.4694 0.301412        0	 1.71431 0.351647        0

0.162	 0.97935 0.202172        0	 1.46903 0.303258        0	 1.71386 0.353801        0

0.163	0.979095 0.203403        0	 1.46864 0.305104        0	 1.71342 0.355954        0

0.164	0.978839 0.204633        0	 1.46826 0.306949        0	 1.71297 0.358107        0

0.165	0.978581 0.205863        0	 1.46787 0.308794        0	1.71252 0.36026       0

0.166	0.978321 0.207092        0	 1.46748 0.310638        0	 1.71206 0.362411        0

0.167	 0.97806 0.208321        0	 1.46709 0.312482        0	 1.71161 0.364562        0

0.168	0.977798 0.20955       0	  1.4667 0.314325        0	 1.71115 0.366713        0

0.169	0.977534 0.210779        0	  1.4663 0.316168        0	 1.71068 0.368863        0

0.17	0.977268 0.212007        0	  1.4659 0.318011        0	 1.71022 0.371012        0

0.171	0.977001 0.213235        0	  1.4655 0.319853        0	 1.70975 0.373161        0

0.172	0.976732 0.214463        0	  1.4651 0.321694        0	1.70928 0.37531       0

0.173	0.976462 0.21569       0	 1.46469 0.323535        0	 1.70881 0.377457        0

0.174	 0.97619 0.216917        0	 1.46429 0.325375        0	 1.70833 0.379604        0

0.175	0.975917 0.218143        0	 1.46388 0.327215        0	 1.70785 0.381751        0

0.176	0.975642 0.219369        0	 1.46346 0.329054        0	 1.70737 0.383897        0

0.177	0.975365 0.220595        0	 1.46305 0.330893        0	 1.70689 0.386042        0

0.178	0.975087 0.221821        0	 1.46263 0.332731        0	  1.7064 0.388186        0

0.179	0.974808 0.223046        0	 1.46221 0.334569        0	1.70591 0.39033       0

0.18	0.974527 0.224271        0	 1.46179 0.336406        0	 1.70542 0.392474        0

0.181	0.974244 0.225495        0	 1.46137 0.338243        0	 1.70493 0.394617        0

0.182	 0.97396 0.226719        0	 1.46094 0.340079        0	 1.70443 0.396759        0

0.183	0.973674 0.227943        0	 1.46051 0.341915        0	1.70393 0.3989      0

0.184	0.973387 0.229166        0	1.46008 0.34375       0	 1.70343 0.401041        0

0.185	0.973099 0.230389        0	 1.45965 0.345584        0	 1.70292 0.403181        0

0.186	0.972808 0.231612        0	 1.45921 0.347418        0	 1.70241 0.405321        0

0.187	0.972516 0.232834        0	 1.45877 0.349252        0	 1.7019 0.40746       0

0.188	0.972223 0.234056        0	 1.45833 0.351084        0	 1.70139 0.409598        0

0.189	0.971928 0.235278        0	 1.45789 0.352917        0	 1.70087 0.411736        0

0.19	0.971632 0.236499        0	 1.45745 0.354748        0	 1.70036 0.413873        0

0.191	0.971334 0.23772       0	  1.457 0.35658       0	1.69983 0.41601       0

0.192	0.971034 0.23894       0	1.45655 0.35841       0	 1.69931 0.418145        0

0.193	0.970733 0.24016       0	 1.4561 0.36024       0	1.69878 0.42028       0

0.194	0.970431 0.24138       0	1.45565 0.36207       0	 1.69825 0.422415        0

0.195	0.970127 0.242599        0	 1.45519 0.363899        0	 1.69772 0.424549        0

0.196	0.969821 0.243818        0	 1.45473 0.365727        0	 1.69719 0.426682        0

0.197	0.969514 0.245037        0	 1.45427 0.367555        0	 1.69665 0.428814        0

0.198	0.969205 0.246255        0	 1.45381 0.369382        0	 1.69611 0.430946        0

0.199	0.968895 0.247473        0	 1.45334 0.371209        0	 1.69557 0.433077        0

0.2	0.968583 0.24869       0	 1.45287 0.373035        0	 1.69502 0.435207        0

0.201	 0.96827 0.249907        0	 1.4524 0.37486       0	 1.69447 0.437337        0

0.202	0.967955 0.251123        0	 1.45193 0.376685        0	 1.69392 0.439466        0

0.203	0.967639 0.25234       0	 1.45146 0.378509        0	 1.69337 0.441594        0

0.204	0.967321 0.253555        0	 1.45098 0.380333        0	 1.69281 0.443722        0

0.205	0.967001 0.254771        0	  1.4505 0.382156        0	 1.69225 0.445849        0

0.206	0.966681 0.255986        0	 1.45002 0.383979        0	 1.69169 0.447975        0

0.207	0.966358 0.2572      0	1.44954 0.3858      0	1.69113 0.4501      0

0.208	0.966034 0.258414        0	 1.44905 0.387622        0	 1.69056 0.452225        0

0.209	0.965709 0.259628        0	 1.44856 0.389442        0	 1.68999 0.454349        0

0.21	0.965382 0.260842        0	 1.44807 0.391262        0	 1.68942 0.456473        0

0.211	0.965053 0.262054        0	 1.44758 0.393082        0	 1.68884 0.458595        0

0.212	0.964723 0.263267        0	1.44708 0.3949      0	 1.68827 0.460717        0

0.213	0.964391 0.264479        0	 1.44659 0.396719        0	 1.68769 0.462838        0

0.214	0.964058 0.265691        0	 1.44609 0.398536        0	  1.6871 0.464959        0

0.215	0.963724 0.266902        0	 1.44559 0.400353        0	 1.68652 0.467078        0

0.216	0.963388 0.268113        0	 1.44508 0.402169        0	 1.68593 0.469197        0

0.217	 0.96305 0.269323        0	 1.44457 0.403985        0	 1.68534 0.471316        0

0.218	0.962711 0.270533        0	1.44407 0.4058      0	 1.68474 0.473433        0

0.219	 0.96237 0.271743        0	 1.44355 0.407614        0	1.68415 0.47555       0

0.22	0.962028 0.272952        0	 1.44304 0.409428        0	 1.68355 0.477666        0

0.221	0.961684 0.274161        0	 1.44253 0.411241        0	 1.68295 0.479781        0

0.222	0.961339 0.275369        0	 1.44201 0.413053        0	 1.68234 0.481896        0

0.223	0.960992 0.276577        0	 1.44149 0.414865        0	 1.68174 0.484009        0

0.224	0.960644 0.277784        0	 1.44097 0.416676        0	 1.68113 0.486122        0

0.225	0.960294 0.278991        0	 1.44044 0.418487        0	 1.68051 0.488234        0

0.226	0.959942 0.280198        0	 1.43991 0.420296        0	  1.6799 0.490346        0

0.227	0.959589 0.281404        0	 1.43938 0.422106        0	 1.67928 0.492456        0

0.228	0.959235 0.282609        0	 1.43885 0.423914        0	 1.67866 0.494566        0

0.229	0.958879 0.283815        0	 1.43832 0.425722        0	 1.67804 0.496675        0

0.23	0.958522 0.285019        0	 1.43778 0.427529        0	 1.67741 0.498784        0

0.231	0.958163 0.286224        0	 1.43724 0.429335        0	 1.67679 0.500891        0

0.232	0.957802 0.287427        0	  1.4367 0.431141        0	 1.67615 0.502998        0

0.233	 0.95744 0.288631        0	 1.43616 0.432946        0	 1.67552 0.505104        0

0.234	0.957077 0.289834        0	 1.43562 0.434751        0	 1.67488 0.507209        0

0.235	0.956712 0.291036        0	 1.43507 0.436554        0	 1.67425 0.509313        0

0.236	0.956346 0.292238        0	 1.43452 0.438357        0	  1.6736 0.511417        0

0.237	0.955978 0.29344       0	1.43397 0.44016       0	1.67296 0.51352       0

0.238	0.955608 0.294641        0	 1.43341 0.441961        0	 1.67231 0.515621        0

0.239	0.955237 0.295841        0	 1.43286 0.443762        0	 1.67166 0.517723        0

0.24	0.954865 0.297042        0	  1.4323 0.445562        0	 1.67101 0.519823        0

0.241	0.954491 0.298241        0	 1.43174 0.447362        0	 1.67036 0.521922        0

0.242	0.954115 0.29944       0	 1.43117 0.449161        0	  1.6697 0.524021        0

0.243	0.953738 0.300639        0	 1.43061 0.450959        0	 1.66904 0.526119        0

0.244	0.953359 0.301837        0	 1.43004 0.452756        0	 1.66838 0.528216        0

0.245	0.952979 0.303035        0	 1.42947 0.454553        0	 1.66771 0.530312        0

0.246	0.952598 0.304233        0	  1.4289 0.456349        0	 1.66705 0.532407        0

0.247	0.952215 0.305429        0	 1.42832 0.458144        0	 1.66638 0.534501        0

0.248	 0.95183 0.306626        0	 1.42775 0.459939        0	  1.6657 0.536595        0

0.249	0.951444 0.307822        0	 1.42717 0.461732        0	 1.66503 0.538688        0

0.25	0.951057 0.309017        0	 1.42658 0.463525        0	1.66435 0.54078       0

0.251	0.950667 0.310212        0	   1.426 0.465318        0	 1.66367 0.542871        0

0.252	0.950277 0.311406        0	 1.42542 0.467109        0	 1.66298 0.544961        0

0.253	0.949885 0.3126      0	1.42483 0.4689      0	 1.6623 0.54705       0

0.254	0.949491 0.313794        0	1.42424 0.47069       0	 1.66161 0.549139        0

0.255	0.949096 0.314987        0	1.42364 0.47248       0	 1.66092 0.551226        0

0.256	  0.9487 0.316179        0	 1.42305 0.474268        0	 1.66022 0.553313        0

0.257	0.948302 0.317371        0	 1.42245 0.476056        0	 1.65953 0.555399        0

0.258	0.947902 0.318562        0	 1.42185 0.477843        0	 1.65883 0.557484        0

0.259	0.947501 0.319753        0	1.42125 0.47963       0	 1.65813 0.559568        0

0.26	0.947098 0.320944        0	 1.42065 0.481415        0	 1.65742 0.561651        0

0.261	0.946694 0.322134        0	1.42004 0.4832      0	 1.65671 0.563734        0

0.262	0.946289 0.323323        0	 1.41943 0.484984        0	 1.65601 0.565815        0

0.263	0.945882 0.324512        0	 1.41882 0.486768        0	 1.65529 0.567896        0

0.264	0.945473 0.3257      0	1.41821 0.48855       0	 1.65458 0.569975        0

0.265	0.945063 0.326888        0	 1.41759 0.490332        0	 1.65386 0.572054        0

0.266	0.944652 0.328075        0	 1.41698 0.492113        0	 1.65314 0.574132        0

0.267	0.944239 0.329262        0	 1.41636 0.493893        0	 1.65242 0.576209        0

0.268	0.943824 0.330449        0	 1.41574 0.495673        0	 1.65169 0.578285        0

0.269	0.943408 0.331634        0	 1.41511 0.497451        0	1.65096 0.58036       0

0.27	0.942991 0.33282       0	 1.41449 0.499229        0	 1.65023 0.582434        0

0.271	0.942572 0.334004        0	 1.41386 0.501006        0	  1.6495 0.584507        0

0.272	0.942151 0.335188        0	 1.41323 0.502783        0	1.64876 0.58658       0

0.273	0.941729 0.336372        0	 1.41259 0.504558        0	 1.64803 0.588651        0

0.274	0.941306 0.337555        0	 1.41196 0.506333        0	 1.64728 0.590722        0

0.275	0.940881 0.338738        0	 1.41132 0.508107        0	 1.64654 0.592791        0

0.276	0.940454 0.33992       0	1.41068 0.50988       0	 1.6458 0.59486       0

0.277	0.940026 0.341102        0	 1.41004 0.511652        0	 1.64505 0.596928        0

0.278	0.939597 0.342283        0	  1.4094 0.513424        0	 1.64429 0.598994        0

0.279	0.939166 0.343463        0	 1.40875 0.515195        0	1.64354 0.60106       0

0.28	0.938734 0.344643        0	  1.4081 0.516964        0	 1.64278 0.603125        0

0.281	  0.9383 0.345822        0	 1.40745 0.518733        0	 1.64203 0.605189        0

0.282	0.937865 0.347001        0	  1.4068 0.520502        0	 1.64126 0.607252        0

0.283	0.937428 0.348179        0	 1.40614 0.522269        0	  1.6405 0.609314        0

0.284	 0.93699 0.349357        0	 1.40548 0.524036        0	 1.63973 0.611375        0

0.285	 0.93655 0.350534        0	 1.40482 0.525801        0	 1.63896 0.613435        0

0.286	0.936109 0.351711        0	 1.40416 0.527566        0	 1.63819 0.615494        0

0.287	0.935666 0.352887        0	  1.4035 0.529331        0	 1.63742 0.617552        0

0.288	0.935222 0.354063        0	 1.40283 0.531094        0	 1.63664 0.619609        0

0.289	0.934776 0.355237        0	 1.40216 0.532856        0	 1.63586 0.621666        0

0.29	0.934329 0.356412        0	 1.40149 0.534618        0	 1.63508 0.623721        0

0.291	 0.93388 0.357586        0	 1.40082 0.536379        0	 1.63429 0.625775        0

0.292	 0.93343 0.358759        0	 1.40015 0.538138        0	  1.6335 0.627828        0

0.293	0.932979 0.359932        0	 1.39947 0.539898        0	1.63271 0.62988       0

0.294	0.932526 0.361104        0	 1.39879 0.541656        0	 1.63192 0.631932        0

0.295	0.932071 0.362275        0	 1.39811 0.543413        0	 1.63112 0.633982        0

0.296	0.931615 0.363446        0	1.39742 0.54517       0	 1.63033 0.636031        0

0.297	0.931158 0.364617        0	 1.39674 0.546925        0	 1.62953 0.638079        0

0.298	0.930699 0.365787        0	1.39605 0.54868       0	 1.62872 0.640127        0

0.299	0.930238 0.366956        0	 1.39536 0.550434        0	 1.62792 0.642173        0

0.3	0.929776 0.368125        0	 1.39466 0.552187        0	 1.62711 0.644218        0

0.301	0.929313 0.369293        0	 1.39397 0.553939        0	  1.6263 0.646262        0

0.302	0.928848 0.37046       0	1.39327 0.55569       0	 1.62548 0.648305        0

0.303	0.928382 0.371627        0	 1.39257 0.557441        0	 1.62467 0.650347        0

0.304	0.927914 0.372793        0	1.39187 0.55919       0	 1.62385 0.652389        0

0.305	0.927445 0.373959        0	 1.39117 0.560939        0	 1.62303 0.654429        0

0.306	0.926974 0.375124        0	 1.39046 0.562687        0	 1.62221 0.656468        0

0.307	0.926502 0.376289        0	 1.38975 0.564433        0	 1.62138 0.658506        0

0.308	0.926029 0.377453        0	 1.38904 0.566179        0	 1.62055 0.660543        0

0.309	0.925554 0.378616        0	 1.38833 0.567924        0	 1.61972 0.662579        0

0.31	0.925077 0.379779        0	 1.38762 0.569669        0	 1.61889 0.664613        0

0.311	0.924599 0.380941        0	  1.3869 0.571412        0	 1.61805 0.666647        0

0.312	 0.92412 0.382103        0	 1.38618 0.573154        0	1.61721 0.66868       0

0.313	0.923639 0.383264        0	 1.38546 0.574896        0	 1.61637 0.670712        0

0.314	0.923157 0.384424        0	 1.38473 0.576636        0	 1.61552 0.672742        0

0.315	0.922673 0.385584        0	 1.38401 0.578376        0	 1.61468 0.674772        0

0.316	0.922187 0.386743        0	 1.38328 0.580115        0	 1.61383 0.676801        0

0.317	0.921701 0.387902        0	 1.38255 0.581853        0	 1.61298 0.678828        0

0.318	0.921213 0.38906       0	 1.38182 0.583589        0	 1.61212 0.680854        0

0.319	0.920723 0.390217        0	 1.38108 0.585325        0	1.61127 0.68288       0

0.32	0.920232 0.391374        0	 1.38035 0.587061        0	 1.61041 0.684904        0

0.321	0.919739 0.39253       0	 1.37961 0.588795        0	 1.60954 0.686927        0

0.322	0.919245 0.393685        0	 1.37887 0.590528        0	 1.60868 0.688949        0

0.323	0.91875 0.39484       0	1.37812 0.59226       0	1.60781 0.69097       0

