
0.651	0.683631 0.729828        0	1.02545 1.09474       0	1.19635 1.2772      0

0.652	0.682713 0.730687        0	1.02407 1.09603       0	1.19475 1.2787      0

0.653	0.681794 0.731544        0	1.02269 1.09732       0	1.19314 1.2802      0

0.654	0.680874 0.7324      0	1.02131 1.0986      0	1.19153 1.2817      0

0.655	0.679953 0.733255        0	1.01993 1.09988       0	1.18992 1.2832      0

0.656	0.679031 0.734109        0	1.01855 1.10116       0	 1.1883 1.28469       0

0.657	0.678108 0.734962        0	1.01716 1.10244       0	1.18669 1.28618       0

0.658	0.677184 0.735813        0	1.01578 1.10372       0	1.18507 1.28767       0

0.659	0.676259 0.736664        0	1.01439 1.105     0	1.18345 1.28916       0

0.66	0.675333 0.737513        0	  1.013 1.10627       0	1.18183 1.29065       0

0.661	0.674405 0.738361        0	1.01161 1.10754       0	1.18021 1.29213       0

0.662	0.673477 0.739208        0	1.01022 1.10881       0	1.17858 1.29361       0

0.663	0.672548 0.740054        0	1.00882 1.11008       0	1.17696 1.29509       0

0.664	0.671617 0.740898        0	1.00743 1.11135       0	1.17533 1.29657       0

0.665	0.670686 0.741742        0	1.00603 1.11261       0	 1.1737 1.29805       0

0.666	0.669753 0.742584        0	1.00463 1.11388       0	1.17207 1.29952       0

0.667	0.668819 0.743425        0	1.00323 1.11514       0	1.17043 1.30099       0

0.668	0.667885 0.744265        0	1.00183 1.1164      0	 1.1688 1.30246       0

0.669	0.666949 0.745104        0	1.00042 1.11766       0	1.16716 1.30393       0

0.67	0.666012 0.745941        0	0.999018 1.11891       0	1.16552 1.3054      0

0.671	0.665074 0.746777        0	0.997611 1.12017       0	1.16388 1.30686       0

0.672	0.664135 0.747613        0	0.996203 1.12142       0	1.16224 1.30832       0

0.673	0.663195 0.748447        0	0.994793 1.12267       0	1.16059 1.30978       0

0.674	0.662254 0.749279        0	0.993381 1.12392       0	1.15894 1.31124       0

0.675	0.661312 0.750111        0	0.991968 1.12517       0	 1.1573 1.31269       0

0.676	0.660369 0.750942        0	0.990553 1.12641       0	1.15565 1.31415       0

0.677	0.659425 0.751771        0	0.989137 1.12766       0	1.15399 1.3156      0

0.678	0.658479 0.752599        0	0.987719 1.1289      0	1.15234 1.31705       0

0.679	0.657533 0.753426        0	 0.9863 1.13014       0	1.15068 1.31849       0

0.68	0.656586 0.754251        0	0.984879 1.13138       0	1.14903 1.31994       0

0.681	0.655637 0.755076        0	0.983456 1.13261       0	1.14737 1.32138       0

0.682	0.654688 0.755899        0	0.982032 1.13385       0	 1.1457 1.32282       0

0.683	0.653738 0.756721        0	0.980606 1.13508       0	1.14404 1.32426       0

0.684	0.652786 0.757542        0	0.979179 1.13631       0	1.14238 1.3257      0

0.685	0.651834 0.758362        0	0.977751 1.13754       0	1.14071 1.32713       0

0.686	0.65088 0.75918       0	0.97632 1.13877       0	1.13904 1.32857       0

0.687	0.649926 0.759998        0	0.974889 1.14    0	1.13737 1.33    0

0.688	 0.64897 0.760814        0	0.973455 1.14122       0	 1.1357 1.33142       0

0.689	0.648014 0.761629        0	0.97202 1.14244       0	1.13402 1.33285       0

0.69	0.647056 0.762443        0	0.970584 1.14366       0	1.13235 1.33427       0

0.691	0.646097 0.763255        0	0.969146 1.14488       0	1.13067 1.3357      0

0.692	0.645138 0.764066        0	0.967707 1.1461      0	1.12899 1.33712       0

0.693	0.644177 0.764876        0	0.966266 1.14731       0	1.12731 1.33853       0

0.694	0.643215 0.765685        0	0.964823 1.14853       0	1.12563 1.33995       0

0.695	0.642253 0.766493        0	0.963379 1.14974       0	1.12394 1.34136       0

0.696	0.641289 0.767299        0	0.961933 1.15095       0	1.12226 1.34277       0

0.697	0.640324 0.768105        0	0.960486 1.15216       0	1.12057 1.34418       0

0.698	0.639358 0.768909        0	0.959038 1.15336       0	1.11888 1.34559       0

0.699	0.638392 0.769712        0	0.957588 1.15457       0	1.11719 1.347     0

0.7	0.637424 0.770513        0	0.956136 1.15577       0	1.11549 1.3484      0

0.701	0.636455 0.771314        0	0.954683 1.15697       0	1.1138 1.3498      0

0.702	0.635485 0.772113        0	0.953228 1.15817       0	1.1121 1.3512      0

0.703	0.634515 0.772911        0	0.951772 1.15937       0	 1.1104 1.35259       0

0.704	0.633543 0.773708        0	0.950314 1.16056       0	 1.1087 1.35399       0

0.705	 0.63257 0.774503        0	0.948855 1.16175       0	  1.107 1.35538       0

0.706	0.631596 0.775297        0	0.947395 1.16295       0	1.10529 1.35677       0

0.707	0.630622 0.77609       0	0.945932 1.16414       0	1.10359 1.35816       0

0.708	0.629646 0.776882        0	0.944469 1.16532       0	1.10188 1.35954       0

0.709	0.628669 0.777673        0	0.943004 1.16651       0	1.10017 1.36093       0

0.71	0.627691 0.778462        0	0.941537 1.16769       0	1.09846 1.36231       0

0.711	0.626713 0.77925       0	0.940069 1.16888       0	1.09675 1.36369       0

0.712	0.625733 0.780037        0	0.938599 1.17006       0	1.09503 1.36507       0

0.713	0.624752 0.780823        0	0.937128 1.17123       0	1.09332 1.36644       0

0.714	 0.62377 0.781608        0	0.935656 1.17241       0	 1.0916 1.36781       0

0.715	0.622788 0.782391        0	0.934182 1.17359       0	1.08988 1.36918       0

0.716	0.621804 0.783173        0	0.932706 1.17476       0	1.08816 1.37055       0

0.717	0.620819 0.783954        0	0.931229 1.17593       0	1.08643 1.37192       0

0.718	0.619834 0.784733        0	0.929751 1.1771      0	1.08471 1.37328       0

0.719	0.618847 0.785511        0	0.928271 1.17827       0	1.08298 1.37464       0

0.72	 0.61786 0.786288        0	0.926789 1.17943       0	1.08125 1.376     0

0.721	0.616871 0.787064        0	0.925307 1.1806      0	1.07952 1.37736       0

0.722	0.615882 0.787839        0	0.923822 1.18176       0	1.07779 1.37872       0

0.723	0.614891 0.788612        0	0.922336 1.18292       0	1.07606 1.38007       0

0.724	  0.6139 0.789384        0	0.920849 1.18408       0	1.07432 1.38142       0

0.725	0.612907 0.790155        0	0.919361 1.18523       0	1.07259 1.38277       0

0.726	0.611914 0.790925        0	0.91787 1.18639       0	1.07085 1.38412       0

0.727	0.610919 0.791693        0	0.916379 1.18754       0	1.06911 1.38546       0

0.728	0.609924 0.79246       0	0.914886 1.18869       0	1.06737 1.3868      0

0.729	0.608928 0.793226        0	0.913391 1.18984       0	1.06562 1.38815       0

0.73	0.60793 0.79399       0	0.911895 1.19099       0	1.06388 1.38948       0

0.731	0.606932 0.794754        0	0.910398 1.19213       0	1.06213 1.39082       0

0.732	0.605933 0.795516        0	0.908899 1.19327       0	1.06038 1.39215       0

0.733	0.604933 0.796277        0	0.907399 1.19441       0	1.05863 1.39348       0

0.734	0.603932 0.797036        0	0.905897 1.19555       0	1.05688 1.39481       0

0.735	 0.60293 0.797794        0	0.904394 1.19669       0	1.05513 1.39614       0

0.736	0.601927 0.798551        0	0.90289 1.19783       0	1.05337 1.39747       0

0.737	0.600923 0.799307        0	0.901384 1.19896       0	1.05161 1.39879       0

0.738	0.599918 0.800062        0	0.899876 1.20009       0	1.04986 1.40011       0

0.739	0.598912 0.800815        0	0.898368 1.20122       0	 1.0481 1.40143       0

0.74	0.597905 0.801567        0	0.896857 1.20235       0	1.04633 1.40274       0

0.741	0.596897 0.802318        0	0.895346 1.20348       0	1.04457 1.40406       0

0.742	0.595889 0.803067        0	0.893833 1.2046      0	 1.0428 1.40537       0

0.743	0.594879 0.803815        0	0.892318 1.20572       0	1.04104 1.40668       0

0.744	0.593868 0.804562        0	0.890802 1.20684       0	1.03927 1.40798       0

0.745	0.592857 0.805308        0	0.889285 1.20796       0	 1.0375 1.40929       0

0.746	0.591844 0.806052        0	0.887767 1.20908       0	1.03573 1.41059       0

0.747	0.590831 0.806795        0	0.886246 1.21019       0	1.03395 1.41189       0

0.748	0.589817 0.807537        0	0.884725 1.21131       0	1.03218 1.41319       0

0.749	0.588801 0.808278        0	0.883202 1.21242       0	 1.0304 1.41449       0

0.75	0.587785 0.809017        0	0.881678 1.21353       0	1.02862 1.41578       0

0.751	0.586768 0.809755        0	0.880152 1.21463       0	1.02684 1.41707       0

0.752	 0.58575 0.810492        0	0.878625 1.21574       0	1.02506 1.41836       0

0.753	0.584731 0.811227        0	0.877097 1.21684       0	1.02328 1.41965       0

0.754	0.583711 0.811961        0	0.875567 1.21794       0	1.02149 1.42093       0

0.755	 0.58269 0.812694        0	0.874036 1.21904       0	1.01971 1.42221       0

0.756	0.581669 0.813426        0	0.872503 1.22014       0	1.01792 1.4235      0

0.757	0.580646 0.814156        0	0.870969 1.22123       0	1.01613 1.42477       0

0.758	0.579623 0.814885        0	0.869434 1.22233       0	1.01434 1.42605       0

0.759	0.578598 0.815613        0	0.867897 1.22342       0	1.01255 1.42732       0

0.76	0.577573 0.816339        0	0.866359 1.22451       0	1.01075 1.42859       0

0.761	0.576546 0.817064        0	0.86482 1.2256      0	1.00896 1.42986       0

0.762	0.575519 0.817788        0	0.863279 1.22668       0	1.00716 1.43113       0

0.763	0.574491 0.818511        0	0.861737 1.22777       0	1.00536 1.43239       0

0.764	0.573462 0.819232        0	0.860193 1.22885       0	1.00356 1.43366       0

0.765	0.572432 0.819952        0	0.858648 1.22993       0	1.00176 1.43492       0

0.766	0.571401 0.820671        0	0.857102 1.23101       0	0.999952 1.43617       0

0.767	 0.57037 0.821388        0	0.855554 1.23208       0	0.998147 1.43743       0

0.768	0.569337 0.822104        0	0.854005 1.23316       0	0.99634 1.43868       0

0.769	0.568303 0.822819        0	0.852455 1.23423       0	0.994531 1.43993       0

0.77	0.567269 0.823533        0	0.850903 1.2353      0	0.992721 1.44118       0

0.771	0.566234 0.824245        0	0.84935 1.23637       0	0.990909 1.44243       0

0.772	0.565197 0.824956        0	0.847796 1.23743       0	0.989095 1.44367       0

0.773	 0.56416 0.825665        0	0.84624 1.2385      0	0.98728 1.44491       0

0.774	0.563122 0.826374        0	0.844683 1.23956       0	0.985464 1.44615       0

0.775	0.562083 0.827081        0	0.843125 1.24062       0	0.983646 1.44739       0

0.776	0.561044 0.827786        0	0.841565 1.24168       0	0.981826 1.44863       0

0.777	0.560003 0.828491        0	0.840004 1.24274       0	0.980005 1.44986       0

0.778	0.558961 0.829194        0	0.838442 1.24379       0	0.978182 1.45109       0

0.779	0.557919 0.829895        0	0.836878 1.24484       0	0.976358 1.45232       0

0.78	0.556876 0.830596        0	0.835313 1.24589       0	0.974532 1.45354       0

0.781	0.555831 0.831295        0	0.833747 1.24694       0	0.972705 1.45477       0

0.782	0.554786 0.831993        0	0.83218 1.24799       0	0.970876 1.45599       0

0.783	 0.55374 0.832689        0	0.830611 1.24903       0	0.969046 1.45721       0

0.784	0.552694 0.833385        0	0.82904 1.25008       0	0.967214 1.45842       0

0.785	0.551646 0.834078        0	0.827469 1.25112       0	0.96538 1.45964       0

0.786	0.550597 0.834771        0	0.825896 1.25216       0	0.963545 1.46085       0

0.787	0.549548 0.835462        0	0.824322 1.25319       0	0.961709 1.46206       0

0.788	0.548498 0.836152        0	0.822746 1.25423       0	0.959871 1.46327       0

0.789	0.547446 0.836841        0	0.82117 1.25526       0	0.958031 1.46447       0

0.79	0.546394 0.837528        0	0.819592 1.25629       0	0.95619 1.46567       0

0.791	0.545341 0.838214        0	0.818012 1.25732       0	0.954348 1.46687       0

0.792	0.544288 0.838899        0	0.816432 1.25835       0	0.952503 1.46807       0

0.793	0.543233 0.839582        0	0.81485 1.25937       0	0.950658 1.46927       0

0.794	0.542178 0.840264        0	0.813266 1.2604      0	0.948811 1.47046       0

0.795	0.541121 0.840945        0	0.811682 1.26142       0	0.946962 1.47165       0

0.796	0.540064 0.841624        0	0.810096 1.26244       0	0.945112 1.47284       0

0.797	0.539006 0.842302        0	0.808509 1.26345       0	0.943261 1.47403       0

0.798	0.537947 0.842979        0	0.806921 1.26447       0	0.941407 1.47521       0

0.799	0.536887 0.843654        0	0.805331 1.26548       0	0.939553 1.47639       0

0.8	0.535827 0.844328        0	0.80374 1.26649       0	0.937697 1.47757       0

0.801	0.534765 0.845001        0	0.802148 1.2675      0	0.935839 1.47875       0

0.802	0.533703 0.845672        0	0.800555 1.26851       0	0.93398 1.47993       0

0.803	 0.53264 0.846342        0	0.79896 1.26951       0	0.93212 1.4811      0

0.804	0.531576 0.847011        0	0.797364 1.27052       0	0.930258 1.48227       0

0.805	0.530511 0.847678        0	0.795767 1.27152       0	0.928395 1.48344       0

0.806	0.529446 0.848344        0	0.794168 1.27252       0	0.92653 1.4846      0

0.807	0.528379 0.849009        0	0.792569 1.27351       0	0.924663 1.48577       0

0.808	0.527312 0.849672        0	0.790968 1.27451       0	0.922796 1.48693       0

0.809	0.526244 0.850334        0	0.789365 1.2755      0	0.920926 1.48808       0

0.81	0.525175 0.850994        0	0.787762 1.27649       0	0.919056 1.48924       0

0.811	0.524105 0.851654        0	0.786157 1.27748       0	0.917183 1.49039       0

0.812	0.523034 0.852312        0	0.784551 1.27847       0	0.91531 1.49155       0

0.813	0.521963 0.852968        0	0.782944 1.27945       0	0.913435 1.49269       0

0.814	 0.52089 0.853624        0	0.781336 1.28044       0	0.911558 1.49384       0

0.815	0.519817 0.854277        0	0.779726 1.28142       0	0.90968 1.49499       0

0.816	0.518743 0.85493       0	0.778115 1.28239       0	0.907801 1.49613       0

0.817	0.517669 0.855581        0	0.776503 1.28337       0	0.90592 1.49727       0

0.818	0.516593 0.856231        0	0.77489 1.28435       0	0.904038 1.4984      0

0.819	0.515517 0.85688       0	0.773275 1.28532       0	0.902154 1.49954       0

0.82	 0.51444 0.857527        0	0.771659 1.28629       0	0.900269 1.50067       0

0.821	0.513362 0.858172        0	0.770042 1.28726       0	0.898383 1.5018      0

0.822	0.512283 0.858817        0	0.768424 1.28823       0	0.896495 1.50293       0

0.823	0.511203 0.85946       0	0.766805 1.28919       0	0.894605 1.50405       0

0.824	0.510123 0.860102        0	0.765184 1.29015       0	0.892715 1.50518       0

0.825	0.509041 0.860742        0	0.763562 1.29111       0	0.890822 1.5063      0

0.826	0.507959 0.861381        0	0.761939 1.29207       0	0.888929 1.50742       0

0.827	0.506877 0.862019        0	0.760315 1.29303       0	0.887034 1.50853       0

0.828	0.505793 0.862655        0	0.758689 1.29398       0	0.885138 1.50965       0

0.829	0.504708 0.86329       0	0.757063 1.29493       0	0.88324 1.51076       0

0.83	0.503623 0.863923        0	0.755435 1.29589       0	0.881341 1.51187       0

0.831	0.502537 0.864556        0	0.753806 1.29683       0	0.87944 1.51297       0

0.832	 0.50145 0.865186        0	0.752176 1.29778       0	0.877538 1.51408       0

0.833	0.500363 0.865816        0	0.750544 1.29872       0	0.875635 1.51518       0

0.834	0.499274 0.866444        0	0.748911 1.29967       0	0.87373 1.51628       0

0.835	0.498185 0.867071        0	0.747278 1.30061       0	0.871824 1.51737       0

0.836	0.497095 0.867696        0	0.745643 1.30154       0	0.869916 1.51847       0

0.837	0.496004 0.86832       0	0.744007 1.30248       0	0.868008 1.51956       0

0.838	0.494913 0.868943        0	0.742369 1.30341       0	0.866097 1.52065       0

0.839	 0.49382 0.869564        0	0.740731 1.30435       0	0.864186 1.52174       0

0.84	0.492727 0.870184        0	0.739091 1.30528       0	0.862273 1.52282       0

0.841	0.491633 0.870802        0	0.73745 1.3062      0	0.860359 1.5239      0

0.842	0.490539 0.871419        0	0.735808 1.30713       0	0.858443 1.52498       0

0.843	0.489443 0.872035        0	0.734165 1.30805       0	0.856526 1.52606       0

0.844	0.488347 0.872649        0	0.732521 1.30897       0	0.854607 1.52714       0

0.845	 0.48725 0.873262        0	0.730875 1.30989       0	0.852688 1.52821       0

0.846	0.486152 0.873874        0	0.729229 1.31081       0	0.850767 1.52928       0

0.847	0.485054 0.874484        0	0.727581 1.31173       0	0.848844 1.53035       0

0.848	0.483955 0.875093        0	0.725932 1.31264       0	0.84692 1.53141       0

0.849	0.482854 0.875701        0	0.724282 1.31355       0	0.844995 1.53248       0

0.85	0.481754 0.876307        0	0.722631 1.31446       0	0.843069 1.53354       0

0.851	0.480652 0.876911        0	0.720978 1.31537       0	0.841141 1.53459       0

0.852	 0.47955 0.877515        0	0.719325 1.31627       0	0.839212 1.53565       0

0.853	0.478447 0.878117        0	0.71767 1.31717       0	0.837282 1.5367      0

0.854	0.477343 0.878717        0	0.716014 1.31808       0	0.83535 1.53776       0

0.855	0.476238 0.879316        0	0.714357 1.31897       0	0.833417 1.5388      0

0.856	0.475133 0.879914        0	0.712699 1.31987       0	0.831482 1.53985       0

0.857	0.474027 0.88051       0	0.71104 1.32077       0	0.829547 1.54089       0

0.858	 0.47292 0.881105        0	0.70938 1.32166       0	0.82761 1.54193       0

0.859	0.471812 0.881699        0	0.707718 1.32255       0	0.825671 1.54297       0

0.86	0.470704 0.882291        0	0.706056 1.32344       0	0.823732 1.54401       0

0.861	0.469595 0.882882        0	0.704392 1.32432       0	0.821791 1.54504       0

0.862	0.468485 0.883471        0	0.702728 1.32521       0	0.819849 1.54608       0

0.863	0.467374 0.884059        0	0.701062 1.32609       0	0.817905 1.5471      0

0.864	0.466263 0.884646        0	0.699395 1.32697       0	0.81596 1.54813       0

0.865	0.465151 0.885231        0	0.697727 1.32785       0	0.814014 1.54915       0

0.866	0.464038 0.885815        0	0.696057 1.32872       0	0.812067 1.55018       0

0.867	0.462925 0.886398        0	0.694387 1.3296      0	0.810118 1.5512      0

0.868	0.461811 0.886979        0	0.692716 1.33047       0	0.808168 1.55221       0

0.869	0.460696 0.887558        0	0.691043 1.33134       0	0.806217 1.55323       0

0.87	 0.45958 0.888136        0	0.68937 1.3322      0	0.804265 1.55424       0

0.871	0.458463 0.888713        0	0.687695 1.33307       0	0.802311 1.55525       0

0.872	0.457346 0.889289        0	0.686019 1.33393       0	0.800356 1.55626       0

0.873	0.456228 0.889863        0	0.684343 1.33479       0	 0.7984 1.55726       0

0.874	 0.45511 0.890435        0	0.682665 1.33565       0	0.796442 1.55826       0

0.875	 0.45399 0.891007        0	0.680986 1.33651       0	0.794483 1.55926       0

0.876	 0.45287 0.891576        0	0.679306 1.33736       0	0.792523 1.56026       0

0.877	 0.45175 0.892145        0	0.677625 1.33822       0	0.790562 1.56125       0

0.878	0.450628 0.892712        0	0.675942 1.33907       0	0.788599 1.56225       0

0.879	0.449506 0.893277        0	0.674259 1.33992       0	0.786636 1.56324       0

0.88	0.448383 0.893841        0	0.672575 1.34076       0	0.784671 1.56422       0

0.881	 0.44726 0.894404        0	0.670889 1.34161       0	0.782704 1.56521       0

0.882	0.446135 0.894966        0	0.669203 1.34245       0	0.780737 1.56619       0

0.883	 0.44501 0.895525        0	0.667516 1.34329       0	0.778768 1.56717       0

0.884	0.443885 0.896084        0	0.665827 1.34413       0	0.776798 1.56815       0

0.885	0.442758 0.896641        0	0.664137 1.34496       0	0.774827 1.56912       0

0.886	0.441631 0.897197        0	0.662447 1.3458      0	0.772854 1.57009       0

0.887	0.440503 0.897751        0	0.660755 1.34663       0	0.770881 1.57106       0

0.888	0.439375 0.898304        0	0.659062 1.34746       0	0.768906 1.57203       0

0.889	0.438246 0.898855        0	0.657368 1.34828       0	0.76693 1.573     0

0.89	0.437116 0.899405        0	0.655674 1.34911       0	0.764953 1.57396       0

0.891	0.435985 0.899954        0	0.653978 1.34993       0	0.762974 1.57492       0

0.892	0.434854 0.900501        0	0.652281 1.35075       0	0.760994 1.57588       0

0.893	0.433722 0.901047        0	0.650583 1.35157       0	0.759013 1.57683       0

0.894	0.432589 0.901591        0	0.648884 1.35239       0	0.757031 1.57778       0

0.895	0.431456 0.902134        0	0.647184 1.3532      0	0.755048 1.57873       0

0.896	0.430322 0.902675        0	0.645483 1.35401       0	0.753064 1.57968       0

0.897	0.429187 0.903215        0	0.643781 1.35482       0	0.751078 1.58063       0

0.898	0.428052 0.903754        0	0.642078 1.35563       0	0.749091 1.58157       0

0.899	0.426916 0.904291        0	0.640374 1.35644       0	0.747103 1.58251       0

0.9	0.425779 0.904827        0	0.638669 1.35724       0	0.745114 1.58345       0

0.901	0.424642 0.905361        0	0.636963 1.35804       0	0.743123 1.58438       0

0.902	0.423504 0.905894        0	0.635256 1.35884       0	0.741132 1.58532       0

0.903	0.422365 0.906426        0	0.633548 1.35964       0	0.739139 1.58625       0

0.904	0.421226 0.906956        0	0.631839 1.36043       0	0.737145 1.58717       0

0.905	0.420086 0.907484        0	0.630129 1.36123       0	0.73515 1.5881      0

0.906	0.418945 0.908012        0	0.628418 1.36202       0	0.733154 1.58902       0

0.907	0.417804 0.908537        0	0.626705 1.36281       0	0.731156 1.58994       0

0.908	0.416662 0.909062        0	0.624992 1.36359       0	0.729158 1.59086       0

0.909	0.415519 0.909585        0	0.623278 1.36438       0	0.727158 1.59177       0

0.91	0.414376 0.910106        0	0.621563 1.36516       0	0.725157 1.59269       0

0.911	0.413232 0.910626        0	0.619847 1.36594       0	0.723155 1.5936      0

0.912	0.412087 0.911145        0	0.61813 1.36672       0	0.721152 1.5945      0

0.913	0.410942 0.911662        0	0.616412 1.36749       0	0.719148 1.59541       0

0.914	0.409796 0.912177        0	0.614694 1.36827       0	0.717142 1.59631       0

0.915	0.408649 0.912692        0	0.612974 1.36904       0	0.715136 1.59721       0

0.916	0.407502 0.913204        0	0.611253 1.36981       0	0.713128 1.59811       0

0.917	0.406354 0.913716        0	0.609531 1.37057       0	0.711119 1.599     0

0.918	0.405205 0.914226        0	0.607808 1.37134       0	0.709109 1.59989       0

0.919	0.404056 0.914734        0	0.606084 1.3721      0	0.707098 1.60078       0

0.92	0.402906 0.915241        0	0.60436 1.37286       0	0.705086 1.60167       0

0.921	0.401756 0.915747        0	0.602634 1.37362       0	0.703073 1.60256       0

0.922	0.400605 0.916251        0	0.600907 1.37438       0	0.701059 1.60344       0

0.923	0.399453 0.916754        0	0.59918 1.37513       0	0.699043 1.60432       0

0.924	0.398301 0.917255        0	0.597451 1.37588       0	0.697027 1.6052      0

0.925	0.397148 0.917755        0	0.595722 1.37663       0	0.695009 1.60607       0

0.926	0.395994 0.918253        0	0.593991 1.37738       0	0.69299 1.60694       0

0.927	0.39484 0.91875       0	0.59226 1.37812       0	0.69097 1.60781       0

0.928	0.393685 0.919245        0	0.590528 1.37887       0	0.688949 1.60868       0

0.929	 0.39253 0.919739        0	0.588795 1.37961       0	0.686927 1.60954       0

0.93	0.391374 0.920232        0	0.587061 1.38035       0	0.684904 1.61041       0

0.931	0.390217 0.920723        0	0.585325 1.38108       0	0.68288 1.61127       0

0.932	 0.38906 0.921213        0	0.583589 1.38182       0	0.680854 1.61212       0

0.933	0.387902 0.921701        0	0.581853 1.38255       0	0.678828 1.61298       0

0.934	0.386743 0.922187        0	0.580115 1.38328       0	0.676801 1.61383       0

0.935	0.385584 0.922673        0	0.578376 1.38401       0	0.674772 1.61468       0

0.936	0.384424 0.923157        0	0.576636 1.38473       0	0.672742 1.61552       0

0.937	0.383264 0.923639        0	0.574896 1.38546       0	0.670712 1.61637       0

0.938	0.382103 0.92412       0	0.573154 1.38618       0	0.66868 1.61721       0

0.939	0.380941 0.924599        0	0.571412 1.3869      0	0.666647 1.61805       0

0.94	0.379779 0.925077        0	0.569669 1.38762       0	0.664613 1.61889       0

0.941	0.378616 0.925554        0	0.567924 1.38833       0	0.662579 1.61972       0

0.942	0.377453 0.926029        0	0.566179 1.38904       0	0.660543 1.62055       0

0.943	0.376289 0.926502        0	0.564433 1.38975       0	0.658506 1.62138       0

0.944	0.375124 0.926974        0	0.562687 1.39046       0	0.656468 1.62221       0

0.945	0.373959 0.927445        0	0.560939 1.39117       0	0.654429 1.62303       0

0.946	0.372793 0.927914        0	0.55919 1.39187       0	0.652389 1.62385       0

0.947	0.371627 0.928382        0	0.557441 1.39257       0	0.650347 1.62467       0

0.948	 0.37046 0.928848        0	0.55569 1.39327       0	0.648305 1.62548       0

0.949	0.369293 0.929313        0	0.553939 1.39397       0	0.646262 1.6263      0

0.95	0.368125 0.929776        0	0.552187 1.39466       0	0.644218 1.62711       0

0.951	0.366956 0.930238        0	0.550434 1.39536       0	0.642173 1.62792       0

0.952	0.365787 0.930699        0	0.54868 1.39605       0	0.640127 1.62872       0

0.953	0.364617 0.931158        0	0.546925 1.39674       0	0.638079 1.62953       0

0.954	0.363446 0.931615        0	0.54517 1.39742       0	0.636031 1.63033       0

0.955	0.362275 0.932071        0	0.543413 1.39811       0	0.633982 1.63112       0

0.956	0.361104 0.932526        0	0.541656 1.39879       0	0.631932 1.63192       0

0.957	0.359932 0.932979        0	0.539898 1.39947       0	0.62988 1.63271       0

0.958	0.358759 0.93343       0	0.538138 1.40015       0	0.627828 1.6335      0

0.959	0.357586 0.93388       0	0.536379 1.40082       0	0.625775 1.63429       0

0.96	0.356412 0.934329        0	0.534618 1.40149       0	0.623721 1.63508       0

0.961	0.355237 0.934776        0	0.532856 1.40216       0	0.621666 1.63586       0

0.962	0.354063 0.935222        0	0.531094 1.40283       0	0.619609 1.63664       0

0.963	0.352887 0.935666        0	0.529331 1.4035      0	0.617552 1.63742       0

0.964	0.351711 0.936109        0	0.527566 1.40416       0	0.615494 1.63819       0

0.965	0.350534 0.93655       0	0.525801 1.40482       0	0.613435 1.63896       0

0.966	0.349357 0.93699       0	0.524036 1.40548       0	0.611375 1.63973       0

0.967	0.348179 0.937428        0	0.522269 1.40614       0	0.609314 1.6405      0

0.968	0.347001 0.937865        0	0.520502 1.4068      0	0.607252 1.64126       0

0.969	0.345822 0.9383      0	0.518733 1.40745       0	0.605189 1.64203       0

0.97	0.344643 0.938734        0	0.516964 1.4081      0	0.603125 1.64278       0

0.971	0.343463 0.939166        0	0.515195 1.40875       0	0.60106 1.64354       0

0.972	0.342283 0.939597        0	0.513424 1.4094      0	0.598994 1.64429       0

0.973	0.341102 0.940026        0	0.511652 1.41004       0	0.596928 1.64505       0

0.974	 0.33992 0.940454        0	0.50988 1.41068       0	0.59486 1.6458      0

0.975	0.338738 0.940881        0	0.508107 1.41132       0	0.592791 1.64654       0

0.976	0.337555 0.941306        0	0.506333 1.41196       0	0.590722 1.64728       0

0.977	0.336372 0.941729        0	0.504558 1.41259       0	0.588651 1.64803       0

0.978	0.335188 0.942151        0	0.502783 1.41323       0	0.58658 1.64876       0

0.979	0.334004 0.942572        0	0.501006 1.41386       0	0.584507 1.6495      0

0.98	 0.33282 0.942991        0	0.499229 1.41449       0	0.582434 1.65023       0

0.981	0.331634 0.943408        0	0.497451 1.41511       0	0.58036 1.65096       0

0.982	0.330449 0.943824        0	0.495673 1.41574       0	0.578285 1.65169       0

0.983	0.329262 0.944239        0	0.493893 1.41636       0	0.576209 1.65242       0

0.984	0.328075 0.944652        0	0.492113 1.41698       0	0.574132 1.65314       0

0.985	0.326888 0.945063        0	0.490332 1.41759       0	0.572054 1.65386       0

0.986	  0.3257 0.945473        0	0.48855 1.41821       0	0.569975 1.65458       0

0.987	0.324512 0.945882        0	0.486768 1.41882       0	0.567896 1.65529       0

0.988	0.323323 0.946289        0	0.484984 1.41943       0	0.565815 1.65601       0

0.989	0.322134 0.946694        0	 0.4832 1.42004       0	0.563734 1.65671       0

0.99	0.320944 0.947098        0	0.481415 1.42065       0	0.561651 1.65742       0

