0 0 -63.781 100 0.500132 -0.499932 -0.707062 1 2.35613 -0.785198
0.001 0 -70.6755 99.9128 0.500399 -0.499799 -0.706967 1 2.356 -0.784799
0.002 0 -70.0376 99.9449 0.500801 -0.499601 -0.706822 1 2.35579 -0.7842
0.003 0 -69.499 99.9794 0.501337 -0.499338 -0.706628 1 2.35552 -0.783401
0.004 0 -69.0377 100.008 0.502008 -0.499009 -0.706384 1 2.35517 -0.782404
0.005 0 -68.6402 100.019 0.502812 -0.498613 -0.706092 1 2.35476 -0.781209
0.006 0 -68.2938 100.004 0.503749 -0.49815 -0.70575 1 2.35428 -0.779816
0.007 0 -67.9883 99.9541 0.504819 -0.497621 -0.705359 1 2.35373 -0.778226
0.008 0 -67.7168 99.8668 0.50602 -0.497023 -0.704919 1.00001 2.35311 -0.77644
0.009 0 -67.4763 99.7441 0.507354 -0.496357 -0.70443 1.00001 2.35242 -0.774459
0.01 0 -67.2685 99.5938 0.508817 -0.495623 -0.703891 1.00001 2.35167 -0.772285
0.011 0 -67.099 99.4293 0.510411 -0.49482 -0.703302 1.00001 2.35084 -0.769917
0.012 0 -66.9765 99.2678 0.512133 -0.493948 -0.702663 1.00002 2.34995 -0.767359
0.013 0 -66.9115 99.1287 0.513984 -0.493006 -0.701973 1.00002 2.34898 -0.764611
0.014 0 -66.9145 99.0311 0.515963 -0.491993 -0.701231 1.00003 2.34795 -0.761674
0.015 0 -66.9944 98.9907 0.518068 -0.49091 -0.700438 1.00003 2.34684 -0.758551
0.016 0 -67.1567 99.0185 0.520299 -0.489755 -0.699592 1.00004 2.34566 -0.755242
0.017 0 -67.4023 99.1177 0.522655 -0.488527 -0.698693 1.00005 2.34441 -0.751748
0.018 0 -67.7264 99.2834 0.525137 -0.487227 -0.69774 1.00006 2.34309 -0.74807
0.019 0 -68.1184 99.5023 0.527742 -0.485853 -0.696732 1.00007 2.34169 -0.744211
0.02 0 -68.5626 99.7534 0.530472 -0.484404 -0.695667 1.00008 2.34022 -0.74017
0.021 0 -69.0391 100.01 0.533324 -0.482879 -0.694545 1.00009 2.33867 -0.73595
0.022 0 -69.5256 100.243 0.536299 -0.481278 -0.693365 1.0001 2.33704 -0.731551
0.023 0 -69.9999 100.422 0.539396 -0.479599 -0.692125 1.00011 2.33533 -0.726975
0.024 0 -70.442 100.523 0.542614 -0.477841 -0.690824 1.00013 2.33355 -0.722223
0.025 0 -70.8368 100.527 0.545951 -0.476005 -0.689462 1.00014 2.33168 -0.717299
0.026 0 -71.176 100.426 0.549406 -0.474088 -0.688036 1.00016 2.32973 -0.712203
0.027 0 -71.4595 100.222 0.552978 -0.472091 -0.686546 1.00018 2.32769 -0.70694
0.028 0 -71.6961 99.9307 0.556665 -0.470012 -0.684991 1.0002 2.32557 -0.70151
0.029 0 -71.9032 99.5788 0.560466 -0.467851 -0.683369 1.00022 2.32337 -0.695919
0.03 0 -72.1053 99.2016 0.564378 -0.465607 -0.68168 1.00024 2.32108 -0.690167
0.031 0 -72.3318 98.8403 0.568399 -0.46328 -0.679922 1.00027 2.3187 -0.68426
0.032 0 -72.614 98.5375 0.572528 -0.460869 -0.678094 1.00029 2.31623 -0.678199
0.033 0 -72.9818 98.3325 0.576763 -0.458373 -0.676194 1.00032 2.31367 -0.671988
0.034 0 -73.4598 98.2567 0.581101 -0.455792 -0.674222 1.00035 2.31102 -0.665629
0.035 0 -74.0644 98.3298 0.585542 -0.453124 -0.672175 1.00038 2.30828 -0.659126
0.036 0 -74.8012 98.557 0.590084 -0.450368 -0.670053 1.00041 2.30544 -0.652479
0.037 0 -75.664 98.9277 0.594724 -0.447522 -0.667852 1.00044 2.30251 -0.645693
0.038 0 -76.6339 99.4155 0.599463 -0.444587 -0.665572 1.00048 2.29948 -0.638767
0.039 0 -77.6809 99.9807 0.604298 -0.44156 -0.663211 1.00052 2.29635 -0.631706
0.04 0 -78.7663 100.573 0.609229 -0.438439 -0.660766 1.00055 2.29312 -0.62451
0.041 0 -79.8459 101.139 0.614253 -0.435224 -0.658235 1.0006 2.28979 -0.617181
0.042 0 -80.8746 101.622 0.619369 -0.431913 -0.655617 1.00064 2.28635 -0.609723
0.043 0 -81.8107 101.974 0.624575 -0.428505 -0.652909 1.00068 2.2828 -0.602138
0.044 0 -82.6208 102.159 0.629868 -0.424998 -0.65011 1.00073 2.27915 -0.594428
0.045 0 -83.2839 102.155 0.635246 -0.421393 -0.647218 1.00078 2.27539 -0.586597
0.046 0 -83.7939 101.96 0.640706 -0.417687 -0.644231 1.00083 2.27151 -0.578649
0.047 0 -84.1617 101.592 0.646245 -0.41388 -0.641148 1.00089 2.26753 -0.570588
0.048 0 -84.4146 101.088 0.65186 -0.409972 -0.637967 1.00094 2.26343 -0.562419
0.049 0 -84.5946 100.502 0.657546 -0.405963 -0.634687 1.001 2.25922 -0.554145
0.05 0 -84.7544 99.8973 0.6633 -0.401852 -0.631307 1.00106 2.2549 -0.545771
0.051 0 -84.9524 99.3426 0.669118 -0.397639 -0.627825 1.00112 2.25046 -0.537301
0.052 0 -85.2464 98.904 0.674997 -0.393323 -0.624241 1.00119 2.24591 -0.528741
0.053 0 -85.6879 98.638 0.680932 -0.388904 -0.620552 1.00126 2.24124 -0.520092
0.054 0 -86.3154 98.585 0.686922 -0.384381 -0.616757 1.00133 2.23645 -0.51136
0.055 0 -87.15 98.7643 0.692962 -0.379754 -0.612855 1.0014 2.23155 -0.502548
0.056 0 -88.1922 99.1721 0.699049 -0.375022 -0.608843 1.00147 2.22653 -0.493657
0.057 0 -89.4207 99.7802 0.70518 -0.370183 -0.60472 1.00155 2.22139 -0.484691
0.058 0 -90.7936 100.539 0.711352 -0.365236 -0.600483 1.00163 2.21613 -0.475651
0.059 0 -92.2516 101.381 0.717564 -0.360181 -0.596131 1.00171 2.21074 -0.466541
0.06 0 -93.7235 102.228 0.72381 -0.355016 -0.591661 1.0018 2.20523 -0.457362
0.061 0 -95.1328 102.999 0.730088 -0.34974 -0.587071 1.00188 2.1996 -0.448117
0.062 0 -96.4056 103.616 0.736395 -0.344352 -0.58236 1.00197 2.19384 -0.438808
0.063 0 -97.478 104.017 0.742727 -0.338852 -0.577526 1.00207 2.18795 -0.429437
0.064 0 -98.3034 104.157 0.749078 -0.333239 -0.572567 1.00216 2.18194 -0.42001
0.065 0 -98.8582 104.017 0.755445 -0.327514 -0.567483 1.00226 2.1758 -0.410528
0.066 0 -99.1451 103.607 0.761823 -0.321676 -0.562272 1.00236 2.16953 -0.400996
0.067 0 -99.1938 102.962 0.768207 -0.315727 -0.556933 1.00246 2.16314 -0.391418
0.068 0 -99.0594 102.144 0.77459 -0.309667 -0.551468 1.00257 2.15662 -0.381798
0.069 0 -98.8173 101.233 0.780967 -0.303497 -0.545875 1.00268 2.14998 -0.372142
0.07 0 -98.5562 100.322 0.787334 -0.297219 -0.540154 1.00279 2.14321 -0.362453
0.071 0 -98.3685 99.5023 0.793683 -0.290834 -0.534306 1.00291 2.13632 -0.352735
0.072 0 -98.3416 98.8606 0.800011 -0.284342 -0.52833 1.00302 2.12931 -0.342992
0.073 0 -98.5472 98.4651 0.806311 -0.277746 -0.522227 1.00314 2.12218 -0.333227
0.074 0 -99.0341 98.3595 0.812578 -0.271045 -0.515995 1.00327 2.11493 -0.323443
0.075 0 -99.8215 98.558 0.818809 -0.26424 -0.509636 1.00339 2.10757 -0.313643
0.076 0 -100.897 99.0431 0.824998 -0.257333 -0.503148 1.00352 2.10008 -0.303828
0.077 0 -102.214 99.7667 0.831142 -0.250323 -0.49653 1.00365 2.09248 -0.293999
